Order ID,Product,Quantity Ordered,Price Each,Order Date,Purchase Address
297744,Jackets,1,300,12/21/19 17:02,"435 Maple St, Portland, OR 97035"
297745,Tshirts,1,10.99,12/30/19 00:51,"646 2nd St, San Francisco, CA 94016"
297746,Shoes,1,11.95,12-02-2019 07:03,"36 14th St, Boston, MA 02215"
297747,Socks,1,11.99,12/29/19 11:05,"924 Jefferson St, Portland, OR 97035"
297748,Watches,1,400,12/25/19 10:47,"135 10th St, Los Angeles, CA 90001"
297749,Shoes,1,11.95,12-02-2019 17:05,"887 Hickory St, New York City, NY 10001"
297750,Formal Shoes,1,2.99,12/29/19 22:27,"889 Chestnut St, Atlanta, GA 30301"
297751,Formal Shoes,2,2.99,12/16/19 13:10,"672 Maple St, Boston, MA 02215"
297752,Formal Shoes,1,2.99,12-03-2019 16:23,"898 Jackson St, San Francisco, CA 94016"
297753,Wallets,1,3.84,12/30/19 17:11,"443 River St, Austin, TX 73301"
297754,Shoes,2,11.95,12/28/19 18:34,"741 Lakeview St, Dallas, TX 75001"
297755,Shoes,1,11.95,12/30/19 18:51,"79 Spruce St, Los Angeles, CA 90001"
297756,Jackets,1,300,12/26/19 18:19,"468 12th St, Austin, TX 73301"
297757,Socks,1,11.99,12-12-2019 17:24,"519 1st St, San Francisco, CA 94016"
297758,Formal Shoes,1,2.99,12/16/19 13:03,"225 12th St, Seattle, WA 98101"
297759,Formal Shoes,1,2.99,12/27/19 18:26,"602 South St, New York City, NY 10001"
297760,Track Pants,1,700,12/30/19 22:56,"917 Elm St, New York City, NY 10001"
297760,Thermals,1,14.95,12/30/19 22:56,"917 Elm St, New York City, NY 10001"
297761,Jackets,1,300,12-04-2019 12:50,"894 Johnson St, San Francisco, CA 94016"
297762,Suits,1,29.99,12-02-2019 21:58,"325 North St, Boston, MA 02215"
297763,Shorts,1,150,12/15/19 11:50,"587 Sunset St, San Francisco, CA 94016"
297764,Sneakers,1,149.99,12/29/19 19:50,"71 Maple St, Atlanta, GA 30301"
297765,Shoes,3,11.95,12-12-2019 11:56,"4 8th St, Austin, TX 73301"
297766,Wallets,1,3.84,12/25/19 18:19,"4 Wilson St, New York City, NY 10001"
297767,Shoes,1,11.95,12-10-2019 21:07,"170 Main St, Atlanta, GA 30301"
297768,Jackets,1,300,12-05-2019 00:33,"225 Lincoln St, Dallas, TX 75001"
297769,Belts,1,99.99,12-12-2019 18:29,"55 7th St, Atlanta, GA 30301"
297770,Track Pants,1,700,12-01-2019 13:16,"104 Cherry St, San Francisco, CA 94016"
297771,Track Pants,1,700,12-09-2019 10:16,"404 Church St, Portland, OR 97035"
297772,Shoes,1,11.95,12/13/19 14:16,"380 13th St, New York City, NY 10001"
,,,,,
297773,Suits,1,29.99,12-05-2019 23:47,"759 Spruce St, Dallas, TX 75001"
297774,Socks,1,11.99,12/27/19 12:17,"30 Pine St, Boston, MA 02215"
297775,Thermals,1,14.95,12-10-2019 19:03,"878 Hickory St, Dallas, TX 75001"
297776,Thermals,1,14.95,12/24/19 21:48,"387 Adams St, Atlanta, GA 30301"
297777,Socks,2,11.99,12-02-2019 11:45,"721 Wilson St, Atlanta, GA 30301"
297778,Sunglasses,1,109.99,12/31/19 15:06,"988 14th St, San Francisco, CA 94016"
297779,Formal Shoes,1,2.99,12/25/19 17:57,"80 River St, New York City, NY 10001"
297780,Formal Shoes,1,2.99,12/23/19 15:48,"37 Spruce St, New York City, NY 10001"
297781,Belts,1,99.99,12-04-2019 10:43,"365 Dogwood St, San Francisco, CA 94016"
297782,Wallets,2,3.84,12-02-2019 14:11,"125 Dogwood St, Boston, MA 02215"
297783,Thermals,1,14.95,12/30/19 09:10,"585 8th St, Austin, TX 73301"
297784,Shoes,1,11.95,12/24/19 15:18,"151 1st St, New York City, NY 10001"
297785,Formal Shoes,1,2.99,12/19/19 20:20,"696 Lakeview St, San Francisco, CA 94016"
297786,Shorts,1,150,12/21/19 00:57,"367 Wilson St, Seattle, WA 98101"
297787,Socks,1,11.99,12-11-2019 13:24,"568 Madison St, Portland, OR 97035"
297788,Track Pants,1,700,12/27/19 23:22,"944 13th St, San Francisco, CA 94016"
297789,Wallets,2,3.84,12/22/19 13:11,"146 Lakeview St, Austin, TX 73301"
297790,Thermals,2,14.95,12/28/19 07:53,"241 13th St, Los Angeles, CA 90001"
297791,Shorts,1,150,12/17/19 11:38,"19 Main St, Seattle, WA 98101"
297792,Socks,2,11.99,12/14/19 18:13,"933 Cedar St, Seattle, WA 98101"
297793,Thermals,1,14.95,12-04-2019 17:27,"388 4th St, Dallas, TX 75001"
297794,Belts,1,99.99,12/21/19 14:10,"90 Madison St, Atlanta, GA 30301"
297795,Belts,1,99.99,12/13/19 18:15,"310 North St, San Francisco, CA 94016"
297796,Formal Shoes,2,2.99,12/24/19 13:37,"64 5th St, New York City, NY 10001"
297797,Caps,1,379.99,12-02-2019 18:45,"894 Ridge St, San Francisco, CA 94016"
297798,Sneakers,1,149.99,12/28/19 15:53,"467 14th St, Los Angeles, CA 90001"
297799,Wallets,1,3.84,12/13/19 22:04,"258 Madison St, San Francisco, CA 94016"
297800,Socks,1,11.99,12-05-2019 03:41,"398 Washington St, Austin, TX 73301"
297801,Shoes,1,11.95,12-06-2019 17:26,"653 River St, Los Angeles, CA 90001"
297802,Flip Flops,1,999.99,12/13/19 09:47,"266 River St, Dallas, TX 75001"
297803,Deo,1,389.99,12/27/19 18:33,"815 Maple St, Austin, TX 73301"
297804,Shorts,1,150,12/14/19 20:57,"737 River St, Los Angeles, CA 90001"
297805,Socks,1,11.99,12/19/19 09:57,"907 Adams St, New York City, NY 10001"
297806,Sneakers,1,149.99,12/22/19 16:28,"6 Lakeview St, Portland, OR 97035"
297807,Deo,1,389.99,12/27/19 01:22,"183 10th St, New York City, NY 10001"
297808,Wallets,1,3.84,12-09-2019 18:50,"484 Adams St, Austin, TX 73301"
297809,Shorts,1,150,12-04-2019 21:35,"807 South St, Los Angeles, CA 90001"
297810,Belts,1,99.99,12/15/19 19:35,"376 7th St, San Francisco, CA 94016"
297811,Shoes,1,11.95,12/28/19 12:14,"219 11th St, Atlanta, GA 30301"
297812,Belts,2,99.99,12-01-2019 17:00,"547 1st St, Dallas, TX 75001"
297813,Wallets,2,3.84,12-09-2019 19:31,"638 9th St, Atlanta, GA 30301"
297814,Thermals,1,14.95,12-09-2019 18:57,"551 5th St, Los Angeles, CA 90001"
297815,Socks,1,11.99,12/31/19 19:12,"37 South St, Los Angeles, CA 90001"
297816,Suits,1,29.99,12/19/19 19:39,"511 West St, San Francisco, CA 94016"
297817,Track Pants,1,700,01-01-2020 00:22,"519 13th St, New York City, NY 10001"
297817,Thermals,2,14.95,01-01-2020 00:22,"519 13th St, New York City, NY 10001"
297818,Formal Shoes,2,2.99,12-10-2019 07:24,"246 North St, Los Angeles, CA 90001"
297819,Shoes,1,11.95,12-10-2019 21:57,"596 Johnson St, San Francisco, CA 94016"
297820,Formal Shoes,4,2.99,12/24/19 09:50,"382 Forest St, Portland, ME 04101"
297821,Thermals,1,14.95,12-09-2019 12:57,"311 Cherry St, New York City, NY 10001"
297822,Belts,1,99.99,12/25/19 10:13,"399 River St, Seattle, WA 98101"
297823,Thermals,2,14.95,12/20/19 20:50,"17 North St, San Francisco, CA 94016"
297824,Thermals,2,14.95,12-09-2019 23:15,"180 River St, Austin, TX 73301"
297825,Deo,1,389.99,12/24/19 13:06,"892 Chestnut St, New York City, NY 10001"
297826,Socks,1,11.99,12/14/19 21:53,"113 12th St, San Francisco, CA 94016"
297827,Shorts,1,150,12-01-2019 17:44,"299 Johnson St, Seattle, WA 98101"
297828,Thermals,1,14.95,12-12-2019 15:07,"419 6th St, New York City, NY 10001"
297829,Flip Flops,1,999.99,12/15/19 11:57,"976 Center St, Portland, OR 97035"
297830,Thermals,1,14.95,12-03-2019 22:04,"715 Pine St, Los Angeles, CA 90001"
297831,Shoes,1,11.95,12-05-2019 00:25,"203 Cedar St, San Francisco, CA 94016"
297832,Track Pants,1,700,12-12-2019 12:36,"204 River St, New York City, NY 10001"
297833,Deo,1,389.99,12/28/19 17:01,"973 5th St, Dallas, TX 75001"
297834,Formal Shoes,4,2.99,12-04-2019 17:11,"720 Jackson St, San Francisco, CA 94016"
297835,Belts,1,99.99,12/16/19 11:12,"320 Jackson St, Seattle, WA 98101"
297836,Caps,1,379.99,12/30/19 09:37,"267 6th St, Los Angeles, CA 90001"
297837,Wallets,2,3.84,12-02-2019 13:09,"903 Walnut St, Atlanta, GA 30301"
297838,Jackets,1,300,12-01-2019 20:45,"48 10th St, Seattle, WA 98101"
297839,Socks,1,11.99,12-12-2019 15:29,"891 Washington St, Seattle, WA 98101"
297840,Shorts,1,150,12/20/19 09:03,"267 Maple St, San Francisco, CA 94016"
297840,Formal Shoes,1,2.99,12/20/19 09:03,"267 Maple St, San Francisco, CA 94016"
297841,Flip Flops,1,999.99,12/15/19 15:21,"409 North St, Dallas, TX 75001"
297842,Thermals,1,14.95,12/17/19 16:36,"634 10th St, San Francisco, CA 94016"
297843,Shoes,1,11.95,12/18/19 21:18,"482 Chestnut St, Boston, MA 02215"
297844,Sneakers,1,149.99,12/19/19 15:57,"414 5th St, Dallas, TX 75001"
297845,Sunglasses,1,109.99,12/31/19 11:39,"605 Willow St, Seattle, WA 98101"
297846,Shoes,1,11.95,12/26/19 13:44,"274 Jackson St, Boston, MA 02215"
297847,Track Pants,1,700,12-01-2019 15:06,"768 Maple St, New York City, NY 10001"
297847,Thermals,1,14.95,12-01-2019 15:06,"768 Maple St, New York City, NY 10001"
297848,Belts,1,99.99,12/27/19 20:08,"278 7th St, Boston, MA 02215"
297849,Formal Shoes,2,2.99,12-03-2019 17:15,"896 Main St, New York City, NY 10001"
297850,Formal Shoes,1,2.99,12/20/19 14:36,"201 5th St, San Francisco, CA 94016"
297851,Jackets,1,300,12/25/19 21:41,"30 Hickory St, San Francisco, CA 94016"
297852,Sneakers,1,149.99,12/27/19 09:35,"940 Walnut St, San Francisco, CA 94016"
297853,Sneakers,1,149.99,12/16/19 22:21,"940 Cedar St, Boston, MA 02215"
297854,Formal Shoes,1,2.99,12-12-2019 23:34,"350 8th St, San Francisco, CA 94016"
297855,Shorts,1,150,12/19/19 13:44,"235 7th St, Seattle, WA 98101"
297856,Wallets,1,3.84,12/20/19 11:46,"384 2nd St, Dallas, TX 75001"
297857,Thermals,1,14.95,12/28/19 13:28,"293 6th St, Los Angeles, CA 90001"
297858,Thermals,1,14.95,12/15/19 11:50,"481 River St, Seattle, WA 98101"
297859,Tshirts,1,10.99,12-07-2019 14:07,"660 Madison St, New York City, NY 10001"
297860,Shorts,1,150,12-04-2019 08:54,"906 Cedar St, Los Angeles, CA 90001"
297861,Wallets,1,3.84,12/15/19 10:20,"752 Center St, Boston, MA 02215"
297862,Formal Shoes,1,2.99,12/20/19 14:53,"251 West St, Los Angeles, CA 90001"
297863,Thermals,1,14.95,12-04-2019 16:14,"952 Lakeview St, New York City, NY 10001"
297864,Sunglasses,1,109.99,12/31/19 18:39,"556 9th St, Atlanta, GA 30301"
297865,Belts,1,99.99,12-06-2019 00:50,"186 14th St, New York City, NY 10001"
297866,Socks,1,11.99,12-03-2019 06:40,"800 North St, Atlanta, GA 30301"
297867,Wallets,1,3.84,12-03-2019 16:27,"419 Lincoln St, San Francisco, CA 94016"
297868,Thermals,2,14.95,12/21/19 11:07,"847 Johnson St, Los Angeles, CA 90001"
297869,Formal Shoes,1,2.99,12/16/19 19:22,"440 Maple St, Boston, MA 02215"
297870,Thermals,1,14.95,12/24/19 23:27,"732 Lincoln St, Dallas, TX 75001"
297871,Flip Flops,1,999.99,12-03-2019 16:52,"95 13th St, Seattle, WA 98101"
297872,Shoes,2,11.95,12-06-2019 18:54,"206 8th St, San Francisco, CA 94016"
297873,Wallets,1,3.84,12/19/19 12:53,"28 Walnut St, San Francisco, CA 94016"
297874,Sunglasses,1,109.99,12-04-2019 21:10,"311 10th St, Los Angeles, CA 90001"
297875,Formal Shoes,2,2.99,12/17/19 08:20,"973 9th St, Los Angeles, CA 90001"
297876,Thermals,1,14.95,12-05-2019 10:25,"162 9th St, Atlanta, GA 30301"
297877,Belts,1,99.99,12/13/19 00:10,"578 2nd St, Atlanta, GA 30301"
297878,Formal Shoes,1,2.99,12-02-2019 22:01,"472 Highland St, New York City, NY 10001"
297879,Belts,1,99.99,12-12-2019 05:58,"242 14th St, Seattle, WA 98101"
297880,Formal Shoes,2,2.99,12/20/19 07:49,"949 Adams St, Atlanta, GA 30301"
297881,Thermals,1,14.95,12/17/19 21:20,"564 Pine St, New York City, NY 10001"
297882,Shoes,3,11.95,12-05-2019 12:03,"63 7th St, New York City, NY 10001"
297883,Shorts,1,150,12/19/19 12:37,"678 11th St, Los Angeles, CA 90001"
297884,Deo,1,389.99,12-12-2019 20:37,"67 13th St, San Francisco, CA 94016"
297885,Tshirts,1,10.99,12-05-2019 22:37,"566 Ridge St, Portland, OR 97035"
297886,Thermals,1,14.95,12/15/19 11:22,"211 Lake St, Dallas, TX 75001"
297887,Thermals,1,14.95,12/20/19 18:37,"278 11th St, San Francisco, CA 94016"
297888,Shoes,1,11.95,12/15/19 10:59,"472 Center St, Los Angeles, CA 90001"
297889,Thermals,1,14.95,12/18/19 13:39,"236 Forest St, San Francisco, CA 94016"
297890,Caps,1,379.99,12/17/19 15:09,"812 Highland St, Los Angeles, CA 90001"
297891,Formal Shoes,3,2.99,12/13/19 19:16,"568 13th St, Atlanta, GA 30301"
297892,Flip Flops,1,999.99,12/23/19 14:33,"478 Highland St, Portland, OR 97035"
297893,Sneakers,1,149.99,12/30/19 10:29,"475 Lake St, San Francisco, CA 94016"
297894,Shoes,1,11.95,12/13/19 11:40,"122 Main St, Boston, MA 02215"
297894,Wallets,1,3.84,12/13/19 11:40,"122 Main St, Boston, MA 02215"
297895,Shoes,1,11.95,12/17/19 20:07,"382 5th St, Los Angeles, CA 90001"
297895,Sneakers,1,149.99,12/17/19 20:07,"382 5th St, Los Angeles, CA 90001"
297896,Belts,1,99.99,12-06-2019 22:45,"771 13th St, Los Angeles, CA 90001"
297897,Shoes,1,11.95,12-06-2019 19:19,"737 Church St, Los Angeles, CA 90001"
297898,Socks,2,11.99,12/19/19 21:02,"624 River St, Atlanta, GA 30301"
297899,Track Pants,1,700,12-10-2019 16:20,"658 Hickory St, San Francisco, CA 94016"
297900,Formal Shoes,1,2.99,12/19/19 21:27,"429 South St, Seattle, WA 98101"
297901,Socks,1,11.99,12-10-2019 17:29,"249 Spruce St, New York City, NY 10001"
297902,Socks,1,11.99,12-01-2019 10:31,"466 2nd St, Austin, TX 73301"
297903,Shoes,1,11.95,12-10-2019 16:12,"537 Park St, Seattle, WA 98101"
297904,Formal Shoes,1,2.99,12-03-2019 00:07,"655 Elm St, Dallas, TX 75001"
297905,Sneakers,1,149.99,12/14/19 06:21,"817 Jefferson St, Dallas, TX 75001"
297906,Shorts,1,150,12/30/19 10:54,"910 Johnson St, Portland, OR 97035"
297907,Jackets,1,300,12/23/19 10:07,"440 1st St, Dallas, TX 75001"
297908,Belts,1,99.99,12/28/19 13:33,"862 13th St, San Francisco, CA 94016"
297909,Tshirts,1,10.99,12/29/19 10:00,"310 Adams St, San Francisco, CA 94016"
297910,Caps,1,379.99,12/29/19 10:39,"121 Lakeview St, Atlanta, GA 30301"
297911,Shorts,1,150,12-11-2019 12:14,"756 8th St, Los Angeles, CA 90001"
297912,Formal Shoes,1,2.99,12-05-2019 12:29,"910 Wilson St, Portland, OR 97035"
297913,Caps,1,379.99,12/29/19 14:26,"50 Forest St, Los Angeles, CA 90001"
297914,Wallets,1,3.84,12-03-2019 22:52,"638 Center St, Los Angeles, CA 90001"
297915,Wallets,1,3.84,12-04-2019 11:59,"464 West St, New York City, NY 10001"
297916,Caps,1,379.99,12/25/19 16:36,"537 14th St, Portland, OR 97035"
297917,Wallets,1,3.84,12/18/19 22:18,"407 Lakeview St, Atlanta, GA 30301"
297918,Jackets,1,300,12-01-2019 23:10,"812 Hickory St, Atlanta, GA 30301"
297919,Formal Shoes,3,2.99,12-08-2019 12:06,"171 Pine St, Dallas, TX 75001"
297920,Track Pants,1,700,12/13/19 20:25,"128 Pine St, Boston, MA 02215"
297921,Shorts,1,150,12/28/19 23:13,"476 Hill St, New York City, NY 10001"
297922,Shoes,2,11.95,12/22/19 15:57,"379 Elm St, San Francisco, CA 94016"
297923,Sunglasses,1,109.99,12/13/19 23:18,"717 Cherry St, San Francisco, CA 94016"
297924,Formal Shoes,1,2.99,12-11-2019 11:10,"382 Walnut St, Portland, OR 97035"
297925,Wallets,1,3.84,12/14/19 10:20,"584 Pine St, Los Angeles, CA 90001"
297926,Wallets,1,3.84,12/29/19 22:39,"831 Cherry St, Portland, OR 97035"
297927,Wallets,1,3.84,12/18/19 16:44,"31 Maple St, Seattle, WA 98101"
297928,Suits,1,29.99,12/23/19 21:57,"198 Center St, Los Angeles, CA 90001"
297929,Shorts,1,150,12/26/19 15:15,"100 12th St, Seattle, WA 98101"
297930,Flip Flops,1,999.99,12/30/19 09:17,"975 Johnson St, Boston, MA 02215"
297931,Wallets,1,3.84,12/28/19 13:16,"804 2nd St, Dallas, TX 75001"
297932,Wallets,1,3.84,12-04-2019 19:44,"441 Lake St, Los Angeles, CA 90001"
297933,Shoes,2,11.95,12/31/19 19:21,"895 Hickory St, Boston, MA 02215"
297934,Wallets,1,3.84,12/26/19 20:53,"390 Highland St, Portland, OR 97035"
297935,Shoes,1,11.95,12-04-2019 21:58,"720 Wilson St, Seattle, WA 98101"
297936,Deo,1,389.99,12/25/19 17:49,"931 7th St, Dallas, TX 75001"
297937,Formal Shoes,2,2.99,12-12-2019 12:33,"574 7th St, Portland, OR 97035"
297938,Thermals,1,14.95,12-06-2019 17:05,"836 Washington St, Los Angeles, CA 90001"
297939,Wallets,1,3.84,12/15/19 16:58,"513 Meadow St, Boston, MA 02215"
297940,Belts,1,99.99,12-11-2019 17:32,"450 Hickory St, San Francisco, CA 94016"
297941,Caps,1,379.99,12/31/19 16:00,"279 Sunset St, San Francisco, CA 94016"
297942,Jackets,1,300,12/29/19 00:17,"769 6th St, Portland, OR 97035"
297943,Belts,1,99.99,12/25/19 23:55,"988 Church St, Austin, TX 73301"
297944,Flip Flops,1,999.99,12/23/19 23:08,"502 South St, Los Angeles, CA 90001"
297945,Watches,1,400,12/29/19 15:48,"181 Church St, Boston, MA 02215"
297945,Shoes,3,11.95,12/29/19 15:48,"181 Church St, Boston, MA 02215"
297945,Belts,1,99.99,12/29/19 15:48,"181 Church St, Boston, MA 02215"
297946,Tshirts,1,10.99,12-07-2019 12:28,"427 Center St, Seattle, WA 98101"
297947,Thermals,1,14.95,12/26/19 22:10,"702 Jackson St, Los Angeles, CA 90001"
297948,Formal Shoes,1,2.99,12/19/19 13:07,"697 Park St, Dallas, TX 75001"
297949,Formal Shoes,1,2.99,12-03-2019 08:56,"172 Forest St, New York City, NY 10001"
297950,Belts,1,99.99,12-01-2019 23:34,"742 Main St, San Francisco, CA 94016"
297951,Shoes,2,11.95,12-11-2019 21:18,"79 7th St, San Francisco, CA 94016"
297951,Thermals,1,14.95,12-11-2019 21:18,"79 7th St, San Francisco, CA 94016"
297952,Socks,1,11.99,12-08-2019 08:59,"832 Dogwood St, Boston, MA 02215"
297953,Formal Shoes,1,2.99,12/25/19 11:43,"424 8th St, Los Angeles, CA 90001"
297954,Tshirts,1,10.99,12/20/19 20:25,"402 Sunset St, San Francisco, CA 94016"
297955,Sunglasses,1,109.99,12/29/19 18:40,"536 6th St, Austin, TX 73301"
297956,Socks,1,11.99,12-10-2019 21:05,"419 Cedar St, Seattle, WA 98101"
297957,Shorts,1,150,12/25/19 08:37,"670 11th St, New York City, NY 10001"
297958,Wallets,2,3.84,12-02-2019 13:03,"255 Center St, Atlanta, GA 30301"
297959,Belts,1,99.99,12/29/19 13:10,"428 Wilson St, Seattle, WA 98101"
297960,Formal Shoes,1,2.99,12/15/19 19:13,"934 Hill St, San Francisco, CA 94016"
297961,Suits,1,29.99,12-11-2019 12:56,"891 13th St, New York City, NY 10001"
297962,Deo,1,389.99,12-02-2019 15:51,"834 Lakeview St, San Francisco, CA 94016"
297963,Suits,1,29.99,12-07-2019 20:46,"561 Center St, Seattle, WA 98101"
297964,Wallets,2,3.84,12/29/19 23:33,"789 14th St, San Francisco, CA 94016"
297965,Suits,1,29.99,12-10-2019 18:34,"791 Meadow St, Los Angeles, CA 90001"
297966,Formal Shoes,1,2.99,12/28/19 08:18,"643 10th St, San Francisco, CA 94016"
297967,Tshirts,1,10.99,12/31/19 14:27,"585 1st St, San Francisco, CA 94016"
297968,Sneakers,1,149.99,12/26/19 12:34,"250 2nd St, San Francisco, CA 94016"
297969,Suits,1,29.99,01-01-2020 00:54,"542 2nd St, San Francisco, CA 94016"
297970,Flip Flops,1,999.99,12/25/19 14:49,"646 Church St, San Francisco, CA 94016"
297971,Deo,1,389.99,12/28/19 13:27,"596 Main St, Seattle, WA 98101"
297972,Socks,1,11.99,12-12-2019 14:56,"356 Sunset St, Portland, OR 97035"
297973,Sneakers,1,149.99,12/21/19 11:34,"899 Elm St, Dallas, TX 75001"
297974,Thermals,1,14.95,12-10-2019 00:24,"784 Lincoln St, Los Angeles, CA 90001"
297975,Wallets,3,3.84,12-05-2019 23:51,"426 12th St, New York City, NY 10001"
297976,Sneakers,1,149.99,12/29/19 15:09,"957 Sunset St, San Francisco, CA 94016"
297977,Caps,1,379.99,12/22/19 20:33,"834 Jefferson St, New York City, NY 10001"
297978,Wallets,1,3.84,12/24/19 09:25,"19 Walnut St, San Francisco, CA 94016"
297979,Belts,1,99.99,12-04-2019 17:33,"532 Chestnut St, Austin, TX 73301"
297980,Shorts,1,150,12/17/19 12:55,"143 9th St, Atlanta, GA 30301"
297981,Formal Shoes,2,2.99,12-05-2019 10:30,"136 Lakeview St, Portland, OR 97035"
297982,Belts,1,99.99,12/16/19 11:24,"257 Meadow St, Los Angeles, CA 90001"
297983,Suits,1,29.99,12/21/19 13:29,"459 Hill St, New York City, NY 10001"
297984,Shoes,1,11.95,12/22/19 16:25,"339 Center St, New York City, NY 10001"
297985,Belts,1,99.99,12-03-2019 13:45,"47 Madison St, Boston, MA 02215"
297986,Formal Shoes,1,2.99,12/24/19 19:51,"303 11th St, San Francisco, CA 94016"
297987,Shorts,1,150,12/28/19 14:52,"548 Lake St, Seattle, WA 98101"
297988,Shoes,1,11.95,12-08-2019 20:55,"50 West St, Seattle, WA 98101"
297989,Wallets,1,3.84,12/26/19 13:21,"270 North St, New York City, NY 10001"
297990,Tshirts,1,10.99,12/22/19 12:01,"567 13th St, Portland, OR 97035"
297991,Formal Shoes,2,2.99,12/14/19 23:13,"212 Lincoln St, Boston, MA 02215"
297992,Formal Shirts,1,29.99,12-12-2019 00:04,"427 Lake St, Atlanta, GA 30301"
297993,Shoes,1,11.95,12-08-2019 23:29,"92 River St, Los Angeles, CA 90001"
297994,Tshirts,1,10.99,12-07-2019 10:29,"383 1st St, New York City, NY 10001"
297995,Formal Shoes,1,2.99,12/25/19 00:50,"210 Willow St, San Francisco, CA 94016"
297996,Thermals,1,14.95,12/18/19 19:46,"259 South St, San Francisco, CA 94016"
297997,Socks,1,11.99,12/17/19 18:25,"883 1st St, Los Angeles, CA 90001"
297998,Belts,1,99.99,12-02-2019 19:15,"841 Lake St, Seattle, WA 98101"
297999,Shoes,1,11.95,12-01-2019 17:51,"990 14th St, San Francisco, CA 94016"
298000,Shorts,1,150,12/20/19 09:01,"194 7th St, Atlanta, GA 30301"
298001,Wallets,1,3.84,12/16/19 05:50,"885 Sunset St, Los Angeles, CA 90001"
298002,Flip Flops,1,999.99,12/17/19 21:17,"582 Hickory St, New York City, NY 10001"
298003,Socks,1,11.99,12/31/19 20:08,"53 Washington St, Seattle, WA 98101"
298004,Shorts,1,150,12-04-2019 19:10,"559 Church St, Portland, ME 04101"
298005,Sunglasses,1,109.99,12/25/19 09:22,"857 Cedar St, Austin, TX 73301"
298006,Shorts,1,150,12-06-2019 15:05,"422 9th St, San Francisco, CA 94016"
298007,Wallets,1,3.84,12/26/19 15:10,"704 13th St, Los Angeles, CA 90001"
298007,Track Pants,1,700,12/26/19 15:10,"704 13th St, Los Angeles, CA 90001"
298008,Suits,1,29.99,12/25/19 18:07,"182 Adams St, New York City, NY 10001"
298008,Shoes,1,11.95,12/25/19 18:07,"182 Adams St, New York City, NY 10001"
298009,Formal Shoes,1,2.99,12-05-2019 10:11,"555 13th St, Portland, OR 97035"
298010,Socks,1,11.99,12-04-2019 08:36,"350 Washington St, Los Angeles, CA 90001"
298011,Shorts,1,150,12/14/19 19:14,"408 Willow St, Austin, TX 73301"
298012,Sneakers,1,149.99,12-05-2019 12:19,"125 9th St, Seattle, WA 98101"
298013,Thermals,1,14.95,12-03-2019 23:38,"317 7th St, Portland, OR 97035"
298014,Shorts,1,150,12/20/19 06:29,"852 Elm St, San Francisco, CA 94016"
298015,Flip Flops,1,999.99,12-08-2019 23:26,"619 North St, Dallas, TX 75001"
298016,Socks,1,11.99,12/25/19 20:49,"46 Chestnut St, New York City, NY 10001"
298017,Shorts,1,150,12-11-2019 12:18,"448 Johnson St, San Francisco, CA 94016"
298018,Jackets,1,300,12/20/19 21:16,"107 River St, Los Angeles, CA 90001"
298019,Deo,1,389.99,12/20/19 15:00,"590 14th St, Dallas, TX 75001"
298020,Belts,1,99.99,12-08-2019 10:32,"229 Cherry St, New York City, NY 10001"
298021,Sneakers,1,149.99,12-10-2019 13:59,"626 Willow St, San Francisco, CA 94016"
298022,Formal Shoes,1,2.99,12/19/19 06:22,"44 Jefferson St, Dallas, TX 75001"
298023,Formal Shoes,1,2.99,12-09-2019 19:13,"957 Maple St, San Francisco, CA 94016"
298024,Thermals,1,14.95,12/31/19 07:11,"668 River St, San Francisco, CA 94016"
298025,Belts,1,99.99,12/17/19 15:22,"651 11th St, Dallas, TX 75001"
298026,Belts,1,99.99,12/26/19 09:58,"754 Elm St, Los Angeles, CA 90001"
298027,Socks,1,11.99,12-03-2019 01:33,"863 Sunset St, San Francisco, CA 94016"
298028,Shoes,1,11.95,12-01-2019 17:44,"854 Center St, New York City, NY 10001"
298029,Jackets,1,300,12/15/19 21:41,"895 Chestnut St, San Francisco, CA 94016"
298030,Wallets,1,3.84,12-11-2019 13:14,"877 4th St, Boston, MA 02215"
298031,Belts,1,99.99,12/28/19 12:23,"496 Cherry St, Dallas, TX 75001"
298032,Shoes,1,11.95,12/31/19 16:40,"930 Walnut St, Boston, MA 02215"
298033,Shoes,1,11.95,12/17/19 22:28,"133 10th St, San Francisco, CA 94016"
298034,Jackets,1,300,12/25/19 10:10,"407 5th St, Dallas, TX 75001"
298035,Sneakers,1,149.99,12/27/19 21:51,"763 Washington St, San Francisco, CA 94016"
298036,Thermals,1,14.95,12/29/19 20:12,"5 1st St, Portland, OR 97035"
298037,Shoes,1,11.95,12/18/19 21:16,"69 4th St, Boston, MA 02215"
298038,Shorts,1,150,12/20/19 15:35,"987 Lincoln St, Boston, MA 02215"
298039,Thermals,1,14.95,12/17/19 09:10,"136 Chestnut St, Austin, TX 73301"
298040,Tshirts,1,10.99,12/26/19 17:10,"286 Madison St, San Francisco, CA 94016"
298041,Shoes,1,11.95,12/31/19 11:34,"588 Pine St, Dallas, TX 75001"
298042,Track Pants,1,700,12/16/19 17:54,"802 13th St, San Francisco, CA 94016"
298043,Shoes,1,11.95,12-10-2019 23:40,"924 9th St, Dallas, TX 75001"
298044,Thermals,1,14.95,12/19/19 18:56,"325 Sunset St, San Francisco, CA 94016"
298045,Caps,1,379.99,12/17/19 05:51,"301 Center St, Atlanta, GA 30301"
